Timestamp(ms);LG-Accel x(g);LG-Accel y(g);LG-Accel z(g);HG-Accel x(g);HG-Accel y(g);HG-Accel z(g);Gyro x(dps);Gyro y(dps);Gyro z(dps)
80;0.0;0.0;0.0;0.037087999284267426;-0.14054399728775024;1.148751974105835;0.0;0.0;0.0
82;0.0;0.0;0.0;0.1424959897994995;-0.14054399728775024;1.1165440082550049;0.0;0.0;0.0
84;0.0;0.0;0.0;0.15030398964881897;-0.15615999698638916;1.1038559675216675;0.0;0.0;0.0
86;0.0;0.0;0.0;0.18055999279022217;-0.12883199751377106;1.1165440082550049;0.0;0.0;0.0
88;0.0;0.0;0.0;0.15030398964881897;-0.12492799758911133;1.139967918395996;0.0;0.0;0.0
90;0.0;0.0;0.0;0.21081599593162537;-0.10638399422168732;1.134112000465393;0.0;0.0;0.0
92;0.0;0.0;0.0;0.1600639969110489;-0.11028799414634705;1.1302080154418945;0.0;0.0;0.0
95;0.0;0.0;0.0;0.2420479953289032;-0.11028799414634705;1.1058080196380615;0.0;0.0;0.0
97;0.08100800216197968;0.026839999482035637;0.9896639585494995;0.2147199958562851;-0.12199999392032623;1.1184959411621094;0.0;0.0;0.0
99;0.0;0.0;0.0;0.19519999623298645;-0.11419199407100677;1.1184959411621094;0.0;0.0;0.0
101;0.0;0.0;0.0;0.2537599802017212;-0.07515199482440948;1.126304030418396;0.0;0.0;0.0
103;0.0;0.0;0.0;0.23423999547958374;-0.13761599361896515;1.1145919561386108;0.0;0.0;0.0
105;0.09491600096225739;0.0287919994443655;0.9847840070724487;0.19129599630832672;-0.07515199482440948;1.126304030418396;0.0;0.0;0.0
107;0.0;0.0;0.0;0.2537599802017212;-0.1180959939956665;1.0862879753112793;0.0;0.0;0.0
109;0.0;0.0;0.0;0.2576639950275421;-0.11028799414634705;1.1302080154418945;0.0;0.0;0.0
112;0.0;0.0;0.0;0.22252799570560455;-0.08686399459838867;1.1389919519424438;0.0;0.0;0.0
114;0.11736399680376053;0.022447999566793442;0.9811239838600159;0.23814399540424347;-0.12590399384498596;1.1145919561386108;0.0;0.0;0.0
116;0.0;0.0;0.0;0.17958399653434753;-0.1180959939956665;1.1184959411621094;0.0;0.0;0.0
118;0.0;0.0;0.0;0.09857599437236786;-0.10247999429702759;1.134112000465393;0.0;0.0;0.0
120;0.0;0.0;0.0;0.06734399497509003;-0.09857599437236786;1.1302080154418945;0.0;0.0;0.0
122;0.012443999759852886;0.01878799870610237;0.9984479546546936;0.09857599437236786;-0.12199999392032623;1.1350879669189453;0.0;0.0;0.0
124;0.0;0.0;0.0;0.187391996383667;-0.12199999392032623;1.0775039196014404;0.0;0.0;0.0
126;0.0;0.0;0.0;0.08686399459838867;-0.11419199407100677;1.122399926185608;0.0;0.0;0.0
129;0.0;0.0;0.0;0.0634399950504303;-0.07905599474906921;1.158511996269226;0.0;0.0;0.0
131;-0.025863999500870705;0.018055999651551247;0.990884006023407;-0.0029279999434947968;-0.11028799414634705;1.126304030418396;0.0;0.0;0.0
133;0.0;0.0;0.0;0.032207999378442764;-0.06734399497509003;1.146799921989441;0.0;0.0;0.0
135;0.0;0.0;0.0;0.10931199789047241;-0.11419199407100677;1.1058080196380615;0.0;0.0;0.0
137;0.0;0.0;0.0;0.08198399841785431;-0.09467199444770813;1.122399926185608;0.0;0.0;0.0
139;-0.05538799986243248;0.029279999434947968;0.9964959621429443;0.06734399497509003;-0.1298079937696457;1.1067839860916138;-0.49000000953674316;0.0;-3.0668749809265137
141;0.0;0.0;0.0;0.04294399917125702;-0.0907679945230484;1.1477760076522827;0.0;0.0;0.0
