Timestamp(ms);LG-Accel x(g);LG-Accel y(g);LG-Accel z(g);HG-Accel x(g);HG-Accel y(g);HG-Accel z(g);Gyro x(dps);Gyro y(dps);Gyro z(dps)
54;0.0;0.0;0.0;0.18836799263954163;-0.18934398889541626;1.0892159938812256;0.0;0.0;0.0
57;0.0;0.0;0.0;0.1727519929409027;-0.18544000387191772;1.0687199831008911;0.0;0.0;0.0
59;0.0;0.0;0.0;0.2000799924135208;-0.17372798919677734;1.0804319381713867;0.0;0.0;0.0
61;0.0;0.0;0.0;0.1844639927148819;-0.2088640034198761;1.0765279531478882;0.0;0.0;0.0
63;0.0;0.0;0.0;0.16884799301624298;-0.18544000387191772;1.0804319381713867;0.0;0.0;0.0
65;0.0;0.0;0.0;0.17177599668502808;-0.18348799645900726;1.09116792678833;0.0;0.0;0.0
67;0.0;0.0;0.0;0.19910399615764618;-0.16396799683570862;1.0950720310211182;0.0;0.0;0.0
69;0.0;0.0;0.0;0.17958399653434753;-0.16396799683570862;1.0784800052642822;0.0;0.0;0.0
71;0.0710039958357811;-0.04684799909591675;0.9472079873085022;0.187391996383667;-0.1600639969110489;1.0872639417648315;0.0;0.0;0.0
74;0.0;0.0;0.0;0.19910399615764618;-0.17177599668502808;1.09116792678833;0.0;0.0;0.0
76;0.0;0.0;0.0;0.20691199600696564;-0.16396799683570862;1.0745760202407837;0.0;0.0;0.0
78;0.0;0.0;0.0;0.19129599630832672;-0.1756799966096878;1.0589599609375;0.0;0.0;0.0
80;0.0634399950504303;-0.04684799909591675;0.9462319612503052;0.19129599630832672;-0.17958399653434753;1.0794559717178345;0.0;0.0;0.0
82;0.0;0.0;0.0;0.17958399653434753;-0.18348799645900726;1.083359956741333;0.0;0.0;0.0
84;0.0;0.0;0.0;0.20691199600696564;-0.1483519971370697;1.0950720310211182;0.0;0.0;0.0
86;0.0;0.0;0.0;0.21862399578094482;-0.15225599706172943;1.0872639417648315;0.0;0.0;0.0
88;0.07490799576044083;-0.03879600018262863;0.9559919834136963;0.19519999623298645;-0.16396799683570862;1.1028800010681152;0.0;0.0;0.0
91;0.0;0.0;0.0;0.21862399578094482;-0.1756799966096878;1.107759952545166;0.0;0.0;0.0
93;0.0;0.0;0.0;0.2147199958562851;-0.15615999698638916;1.107759952545166;0.0;0.0;0.0
95;0.0;0.0;0.0;0.230335995554924;-0.15225599706172943;1.1194720268249512;0.0;0.0;0.0
97;0.08979199826717377;-0.01756799966096878;0.9850279688835144;0.21081599593162537;-0.13663999736309052;1.139967918395996;0.0;0.0;0.0
99;0.0;0.0;0.0;0.2030079960823059;-0.14054399728775024;1.1311839818954468;0.0;0.0;0.0
101;0.0;0.0;0.0;0.19519999623298645;-0.1600639969110489;1.1604639291763306;0.0;0.0;0.0
103;0.0;0.0;0.0;0.19129599630832672;-0.13663999736309052;1.139967918395996;0.0;0.0;0.0
105;0.07954400032758713;-0.005123999901115894;1.014307975769043;0.187391996383667;-0.14444799721240997;1.1477760076522827;0.0;0.0;0.0
108;0.0;0.0;0.0;0.15225599706172943;-0.13663999736309052;1.1604639291763306;0.0;0.0;0.0
110;0.0;0.0;0.0;0.1600639969110489;-0.12492799758911133;1.1604639291763306;0.0;0.0;0.0
112;0.0;0.0;0.0;0.16787199676036835;-0.13663999736309052;1.1604639291763306;0.0;0.0;0.0
114;0.053679998964071274;-0.0026839999482035637;1.035048007965088;0.1600639969110489;-0.11711999773979187;1.180959939956665;3.8324999809265137;3.486875057220459;4.042500019073486
116;0.0;0.0;0.0;0.15225599706172943;-0.13663999736309052;1.1682720184326172;0.0;0.0;0.0
118;0.0;0.0;0.0;0.16396799683570862;-0.15225599706172943;1.1848639249801636;0.0;0.0;0.0
120;0.0;0.0;0.0;0.15225599706172943;-0.13663999736309052;1.1760799884796143;0.0;0.0;0.0
122;0.0424560010433197;-0.007319999858736992;1.040903925895691;0.17177599668502808;-0.14444799721240997;1.1760799884796143;1.9424999952316284;1.5968750715255737;5.582499980926514
125;0.0;0.0;0.0;0.16396799683570862;-0.14054399728775024;1.1643680334091187;0.0;0.0;0.0
127;0.0;0.0;0.0;0.19519999623298645;-0.1483519971370697;1.1643680334091187;0.0;0.0;0.0
129;0.0;0.0;0.0;0.17177599668502808;-0.15225599706172943;1.1477760076522827;0.0;0.0;0.0
131;0.05953599885106087;-0.018543999642133713;1.0274839401245117;0.19519999623298645;-0.16396799683570862;1.1477760076522827;-0.017500000074505806;0.2668749988079071;6.772500038146973
133;0.0;0.0;0.0;0.18348799645900726;-0.1600639969110489;1.1555839776992798;0.0;0.0;0.0
135;0.0;0.0;0.0;0.17177599668502808;-0.1756799966096878;1.1555839776992798;0.0;0.0;0.0
137;0.0;0.0;0.0;0.18348799645900726;-0.15225599706172943;1.1516799926757812;0.0;0.0;0.0
139;0.06539200246334076;-0.030743999406695366;1.0208959579467773;0.17958399653434753;-0.21081599593162537;1.139967918395996;-1.4875000715255737;1.3168751001358032;7.682499885559082
142;0.0;0.0;0.0;0.19129599630832672;-0.19519999623298645;1.1516799926757812;0.0;0.0;0.0
144;0.0;0.0;0.0;0.17958399653434753;-0.19129599630832672;1.1360639333724976;0.0;0.0;0.0
146;0.0;0.0;0.0;0.17177599668502808;-0.19129599630832672;1.115567922592163;0.0;0.0;0.0
148;0.05538799986243248;-0.048555999994277954;1.009671926498413;0.17177599668502808;-0.21081599593162537;1.132159948348999;-2.3274998664855957;4.046875;7.052500247955322
150;0.0;0.0;0.0;0.15615999698638916;-0.19519999623298645;1.1272799968719482;0.0;0.0;0.0
152;0.0;0.0;0.0;0.16396799683570862;-0.17958399653434753;1.115567922592163;0.0;0.0;0.0
154;0.0;0.0;0.0;0.1327359974384308;-0.2030079960823059;1.1360639333724976;0.0;0.0;0.0
156;0.0378200002014637;-0.06319599598646164;0.9972279667854309;0.15615999698638916;-0.18348799645900726;1.1311839818954468;-1.7675000429153442;6.286875247955322;6.142499923706055
