Timestamp(ms);LG-Accel x(g);LG-Accel y(g);LG-Accel z(g);HG-Accel x(g);HG-Accel y(g);HG-Accel z(g);Gyro x(dps);Gyro y(dps);Gyro z(dps)
69;0.0;0.0;0.0;0.053679998964071274;-0.013663999736309052;1.1253279447555542;0.0;0.0;0.0
71;0.0;0.0;0.0;0.07320000231266022;0.0019519999623298645;1.1175199747085571;0.0;0.0;0.0
74;0.0;0.0;0.0;0.045871999114751816;-0.02147199958562851;1.0804319381713867;0.0;0.0;0.0
76;0.0;0.0;0.0;0.06148799881339073;0.013663999736309052;1.1048319339752197;0.0;0.0;0.0
78;0.0;0.0;0.0;0.06539200246334076;-0.02147199958562851;1.0931199789047241;0.0;0.0;0.0
80;0.0;0.0;0.0;0.08198399841785431;-0.031231999397277832;1.09116792678833;0.0;0.0;0.0
82;0.0;0.0;0.0;0.07515199482440948;-0.03903999924659729;1.0745760202407837;0.0;0.0;0.0
84;0.0;0.0;0.0;0.07905599474906921;-0.05075199902057648;1.083359956741333;0.0;0.0;0.0
86;-0.044895999133586884;0.10247999429702759;0.9550159573554993;0.07124799489974976;-0.023423999547958374;1.09116792678833;0.0;0.0;0.0
88;0.0;0.0;0.0;0.09857599437236786;-0.031231999397277832;1.0872639417648315;0.0;0.0;0.0
91;0.0;0.0;0.0;0.08295999467372894;-0.058559998869895935;1.0706720352172852;0.0;0.0;0.0
93;0.0;0.0;0.0;0.07124799489974976;-0.058559998869895935;1.066767930984497;0.0;0.0;0.0
95;-0.031231999397277832;0.09393999725580215;0.9437919855117798;0.12199999392032623;-0.03903999924659729;1.0628639459609985;0.0;0.0;0.0
97;0.0;0.0;0.0;0.07222399860620499;-0.031231999397277832;1.0374879837036133;0.0;0.0;0.0
99;0.0;0.0;0.0;0.09857599437236786;-0.05075199902057648;1.0540800094604492;0.0;0.0;0.0
101;0.0;0.0;0.0;0.08393599838018417;-0.058559998869895935;1.0618879795074463;0.0;0.0;0.0
103;-0.024399999529123306;0.08369199931621552;0.9354959726333618;0.09955199807882309;-0.031231999397277832;1.0374879837036133;0.0;0.0;0.0
105;0.0;0.0;0.0;0.06441599875688553;-0.054655998945236206;1.0579839944839478;0.0;0.0;0.0
108;0.0;0.0;0.0;0.08003199845552444;-0.04294399917125702;1.0452959537506104;0.0;0.0;0.0
110;0.0;0.0;0.0;0.0878399983048439;-0.0663679987192154;1.0579839944839478;0.0;0.0;0.0
112;-0.03757599741220474;0.07612799853086472;0.9330559968948364;0.08003199845552444;-0.08588799834251404;1.0618879795074463;0.0;0.0;0.0
114;0.0;0.0;0.0;0.08295999467372894;-0.054655998945236206;1.0589599609375;0.0;0.0;0.0
116;0.0;0.0;0.0;0.0634399950504303;-0.0936959981918335;1.0628639459609985;0.0;0.0;0.0
118;0.0;0.0;0.0;0.05172799900174141;-0.08588799834251404;1.0784800052642822;0.0;0.0;0.0
120;-0.05636399984359741;0.07368800044059753;0.937936007976532;0.0634399950504303;-0.04684799909591675;1.0784800052642822;0.0;0.0;0.0
122;0.0;0.0;0.0;0.08295999467372894;-0.08198399841785431;1.066767930984497;0.0;0.0;0.0
