Timestamp(ms);LG-Accel x(g);LG-Accel y(g);LG-Accel z(g);HG-Accel x(g);HG-Accel y(g);HG-Accel z(g);Gyro x(dps);Gyro y(dps);Gyro z(dps)
68;0.0;0.0;0.0;0.27035200595855713;0.03513599932193756;1.0960479974746704;0.0;0.0;0.0
70;0.0;0.0;0.0;0.25863999128341675;0.10150399804115295;1.140944004058838;0.0;0.0;0.0
72;0.0;0.0;0.0;0.20788799226284027;0.15615999698638916;1.173151969909668;0.0;0.0;0.0
75;0.0;0.0;0.0;0.24692799150943756;0.18348799645900726;1.165343999862671;0.0;0.0;0.0
77;0.0;0.0;0.0;0.2781600058078766;0.27327999472618103;1.1526559591293335;0.0;0.0;0.0
79;0.0;0.0;0.0;0.28889599442481995;0.31036800146102905;1.146799921989441;0.0;0.0;0.0
81;0.0;0.0;0.0;0.30060797929763794;0.36502400040626526;1.1916959285736084;0.0;0.0;0.0
83;0.0;0.0;0.0;0.2537599802017212;0.411871999502182;1.207311987876892;0.0;0.0;0.0
85;0.15054799616336823;0.4999559819698334;1.0521279573440552;0.2030079960823059;0.45871999859809875;1.272704005241394;0.0;0.0;0.0
87;0.0;0.0;0.0;0.14444799721240997;0.5250880122184753;1.297104001045227;0.0;0.0;0.0
89;0.0;0.0;0.0;0.13663999736309052;0.5524159669876099;1.3049119710922241;0.0;0.0;0.0
92;0.0;0.0;0.0;0.06734399497509003;0.6148799657821655;1.3498079776763916;0.0;0.0;0.0
94;-0.0004879999905824661;0.6985719799995422;1.1846200227737427;0.04391999915242195;0.6695359945297241;1.401535987854004;0.0;0.0;0.0
96;0.0;0.0;0.0;-0.009759999811649323;0.708575963973999;1.4220319986343384;0.0;0.0;0.0
98;0.0;0.0;0.0;0.0019519999623298645;0.708575963973999;1.5001119375228882;0.0;0.0;0.0
100;0.0;0.0;0.0;-0.02147199958562851;0.7476159930229187;1.5528159141540527;0.0;0.0;0.0
102;-0.12712399661540985;0.8532679677009583;1.3429759740829468;-0.04879999905824661;0.7827519774436951;1.5772159099578857;0.0;0.0;0.0
104;0.0;0.0;0.0;-0.10735999792814255;0.8022719621658325;1.6299200057983398;0.0;0.0;0.0
106;0.0;0.0;0.0;-0.13078400492668152;0.7827519774436951;1.6904319524765015;0.0;0.0;0.0
109;0.0;0.0;0.0;-0.16494399309158325;0.8022719621658325;1.735327959060669;0.0;0.0;0.0
111;-0.25742000341415405;0.937936007976532;1.545740008354187;-0.2235039919614792;0.8178879618644714;1.776319980621338;0.0;0.0;0.0
113;0.0;0.0;0.0;-0.24692799150943756;0.8256959915161133;1.808527946472168;0.0;0.0;0.0
115;0.0;0.0;0.0;-0.27425599098205566;0.8295999765396118;1.849519968032837;0.0;0.0;0.0
117;0.0;0.0;0.0;-0.3328160047531128;0.8100799918174744;1.8934400081634521;0.0;0.0;0.0
119;-0.38966798782348633;0.944767951965332;1.7072679996490479;-0.3211039900779724;0.8100799918174744;1.9139360189437866;0.0;0.0;0.0
121;0.0;0.0;0.0;-0.32500800490379333;0.7944639921188354;1.9383360147476196;0.0;0.0;0.0
123;0.0;0.0;0.0;-0.37088000774383545;0.7632319927215576;1.9627360105514526;0.0;0.0;0.0
126;0.0;0.0;0.0;-0.35916799306869507;0.7319999933242798;1.9705439805984497;0.0;0.0;0.0
128;-0.4660399854183197;0.8891359567642212;1.8180439472198486;-0.3786879777908325;0.700767993927002;1.9910399913787842;25.77312469482422;61.989376068115234;22.706249237060547
130;0.0;0.0;0.0;-0.3669759929180145;0.6734399795532227;2.0027520656585693;0.0;0.0;0.0
132;0.0;0.0;0.0;-0.4021120071411133;0.6265919804573059;1.9705439805984497;0.0;0.0;0.0
134;0.0;0.0;0.0;-0.3903999924659729;0.5914559960365295;1.9783519506454468;0.0;0.0;0.0
136;-0.505079984664917;0.7588399648666382;1.8268280029296875;-0.3357439935207367;0.5524159669876099;1.9422399997711182;1.9031249284744263;24.399375915527344;26.626249313354492
138;0.0;0.0;0.0;-0.32500800490379333;0.5289919972419739;1.889535903930664;0.0;0.0;0.0
140;0.0;0.0;0.0;-0.28596800565719604;0.47043198347091675;1.8290239572525024;0.0;0.0;0.0
143;0.0;0.0;0.0;-0.2664479911327362;0.4899519979953766;1.8290239572525024;0.0;0.0;0.0
145;-0.4152880012989044;0.6304959654808044;1.7101960182189941;-0.24302399158477783;0.4626239836215973;1.776319980621338;-17.836875915527344;-18.23062515258789;30.546249389648438
147;0.0;0.0;0.0;-0.2088640034198761;0.423583984375;1.6992160081863403;0.0;0.0;0.0
149;0.0;0.0;0.0;-0.20105600357055664;0.45871999859809875;1.6953120231628418;0.0;0.0;0.0
151;0.0;0.0;0.0;-0.19324800372123718;0.4352959990501404;1.6299200057983398;0.0;0.0;0.0
153;-0.32378798723220825;0.5709599852561951;1.545740008354187;-0.17372798919677734;0.3845439851284027;1.5928319692611694;-30.996875762939453;-51.34062194824219;36.35625076293945
155;0.0;0.0;0.0;-0.15811198949813843;0.4001599848270416;1.547935962677002;0.0;0.0;0.0
157;0.0;0.0;0.0;-0.1512800008058548;0.3416000008583069;1.499135971069336;0.0;0.0;0.0
160;0.0;0.0;0.0;-0.11614400148391724;0.30646398663520813;1.425935983657837;0.0;0.0;0.0
162;-0.2640079855918884;0.4789719879627228;1.3607879877090454;-0.0849120020866394;0.2869440019130707;1.4220319986343384;-42.616878509521484;-71.22062683105469;43.07624816894531
164;0.0;0.0;0.0;-0.10052800178527832;0.236191987991333;1.3410239219665527;0.0;0.0;0.0
166;0.0;0.0;0.0;-0.0849120020866394;0.19715198874473572;1.32150399684906;0.0;0.0;0.0
168;0.0;0.0;0.0;-0.10443200170993805;0.21667200326919556;1.2766079902648926;0.0;0.0;0.0
170;-0.2000799924135208;0.35989999771118164;1.1848639249801636;-0.057583998888731;0.1815359890460968;1.2600159645080566;-50.946876525878906;-77.94062042236328;49.096248626708984
172;0.0;0.0;0.0;-0.057583998888731;0.1424959897994995;1.223904013633728;0.0;0.0;0.0
174;0.0;0.0;0.0;-0.06148799881339073;0.13859200477600098;1.158511996269226;0.0;0.0;0.0
177;0.0;0.0;0.0;-0.022447999566793442;0.09564799815416336;1.1389919519424438;0.0;0.0;0.0
179;-0.177387997508049;0.2581520080566406;1.0477359294891357;-0.053679998964071274;0.02537599951028824;1.097999930381775;-57.0368766784668;-82.9106216430664;53.01625061035156
181;0.0;0.0;0.0;-0.06148799881339073;-0.0019519999623298645;1.073599934577942;0.0;0.0;0.0
183;0.0;0.0;0.0;-0.07710400223731995;-0.05270399898290634;1.0043039321899414;0.0;0.0;0.0
185;0.0;0.0;0.0;-0.0849120020866394;-0.09955199807882309;0.9964959621429443;0.0;0.0;0.0
187;-0.1856839954853058;0.07124799489974976;0.8913319706916809;-0.06929600238800049;-0.16591998934745789;0.9359839558601379;-60.81687545776367;-86.97062683105469;56.866249084472656
189;0.0;0.0;0.0;-0.06929600238800049;-0.21276798844337463;0.9193919897079468;0.0;0.0;0.0
191;0.0;0.0;0.0;-0.07320000231266022;-0.21276798844337463;0.9076799750328064;0.0;0.0;0.0
194;0.0;0.0;0.0;-0.09272000193595886;-0.19715198874473572;0.9037759900093079;0.0;0.0;0.0
196;-0.1890999972820282;-0.08954799920320511;0.7620120048522949;-0.02635199949145317;-0.3572160005569458;0.7700639963150024;-59.206878662109375;-87.390625;55.466251373291016
198;0.0;0.0;0.0;-0.09662400186061859;-0.2908479869365692;0.8022719621658325;0.0;0.0;0.0
200;0.0;0.0;0.0;-0.06929600238800049;-0.3142719864845276;0.732975959777832;0.0;0.0;0.0
202;0.0;0.0;0.0;0.01268799975514412;-0.3337920010089874;0.6880800127983093;0.0;0.0;0.0
204;-0.15933199226856232;-0.1856839954853058;0.5980439782142639;0.05563199892640114;-0.39235198497772217;0.6158559918403625;-52.696876525878906;-91.2406234741211;53.92625045776367
207;0.0;0.0;0.0;-0.006831999868154526;-0.3572160005569458;0.5914559960365295;0.0;0.0;0.0
208;0.0;0.0;0.0;0.05563199892640114;-0.33769598603248596;0.5338720083236694;0.0;0.0;0.0
211;0.0;0.0;0.0;0.07515199482440948;-0.3455039858818054;0.49775999784469604;0.0;0.0;0.0
213;-0.07930000126361847;-0.22203999757766724;0.4101639986038208;0.0634399950504303;-0.3728320002555847;0.42846399545669556;-36.176876068115234;-95.5106201171875;56.72624969482422
215;0.0;0.0;0.0;0.1210239976644516;-0.36111998558044434;0.3962559998035431;0.0;0.0;0.0
217;0.0;0.0;0.0;0.1180959939956665;-0.3533119857311249;0.3640480041503906;0.0;0.0;0.0
219;0.0;0.0;0.0;0.1756799966096878;-0.37673598527908325;0.33183997869491577;0.0;0.0;0.0
221;0.016835998743772507;-0.23399598896503448;0.24155999720096588;0.16787199676036835;-0.3962559998035431;0.2908479869365692;-14.196874618530273;-99.0106201171875;63.72624969482422
224;0.0;0.0;0.0;0.1756799966096878;-0.3728320002555847;0.23423999547958374;0.0;0.0;0.0
225;0.0;0.0;0.0;0.1600639969110489;-0.3845439851284027;0.22155199944972992;0.0;0.0;0.0
228;0.0;0.0;0.0;0.22643199563026428;-0.37673598527908325;0.19715198874473572;0.0;0.0;0.0
230;0.07124799489974976;-0.23692399263381958;0.10638399422168732;0.21862399578094482;-0.33769598603248596;0.18544000387191772;8.483124732971191;-96.77062225341797;73.17625427246094
232;0.0;0.0;0.0;0.2391199916601181;-0.3416000008583069;0.1727519929409027;0.0;0.0;0.0
234;0.0;0.0;0.0;0.21569599211215973;-0.3298879861831665;0.1483519971370697;0.0;0.0;0.0
236;0.0;0.0;0.0;0.2664479911327362;-0.33769598603248596;0.15323199331760406;0.0;0.0;0.0
238;0.11297199875116348;-0.20203199982643127;0.03611199930310249;0.2820639908313751;-0.33769598603248596;0.14054399728775024;24.373125076293945;-87.32062530517578;81.36625671386719
240;0.0;0.0;0.0;0.30158400535583496;-0.3298879861831665;0.1327359974384308;0.0;0.0;0.0
243;0.0;0.0;0.0;0.30158400535583496;-0.3416000008583069;0.1327359974384308;0.0;0.0;0.0
245;0.0;0.0;0.0;0.3328160047531128;-0.39235198497772217;0.13663999736309052;0.0;0.0;0.0
247;0.18861199915409088;-0.2256999909877777;0.024156000465154648;0.33671998977661133;-0.41577598452568054;0.17763200402259827;27.943124771118164;-68.07062530517578;89.41625213623047
249;0.0;0.0;0.0;0.34355199337005615;-0.44310399889945984;0.1815359890460968;0.0;0.0;0.0
251;0.0;0.0;0.0;0.34355199337005615;-0.5172799825668335;0.205935999751091;0.0;0.0;0.0
253;0.0;0.0;0.0;0.3474559783935547;-0.5524159669876099;0.2547360062599182;0.0;0.0;0.0
255;0.22618798911571503;-0.3652679920196533;0.10638399422168732;0.35526400804519653;-0.610975980758667;0.27425599098205566;20.103124618530273;-29.0106258392334;95.36625671386719
257;0.0;0.0;0.0;0.33183997869491577;-0.6812480092048645;0.3152479827404022;0.0;0.0;0.0
260;0.0;0.0;0.0;0.22643199563026428;-0.7202879786491394;0.44896000623703003;0.0;0.0;0.0
262;0.0;0.0;0.0;0.2147199958562851;-0.8217920064926147;0.48507198691368103;0.0;0.0;0.0
264;0.1320039927959442;-0.6034119725227356;0.2832840085029602;0.15615999698638916;-0.895967960357666;0.5582720041275024;3.3731250762939453;16.839374542236328;96.41625213623047
266;0.0;0.0;0.0;0.14444799721240997;-1.0013760328292847;0.5338720083236694;0.0;0.0;0.0
268;0.0;0.0;0.0;0.05172799900174141;-1.0872639417648315;0.6031680107116699;0.0;0.0;0.0
270;0.0;0.0;0.0;0.03611199930310249;-1.2160959243774414;0.6314719915390015;0.0;0.0;0.0
272;-0.04294399917125702;-0.9667279720306396;0.47262799739837646;0.01659199967980385;-1.2980799674987793;0.659775972366333;-20.006874084472656;34.759376525878906;93.26625061035156
